Q001,Q002,Q006,Q025,Q027,NU_NOTA_MT
D,E,C,B,A,434.8
E,F,D,B,D,649.4
D,D,D,B,A,626.9
E,D,D,B,A,532
B,C,C,B,A,543.8
C,D,D,B,A,526.9
E,E,E,B,A,526.9
D,G,D,B,A,551.3
D,E,D,B,A,626.4
F,E,E,B,A,543.8
B,E,D,A,A,437.6
E,D,N,B,D,516.9
C,D,C,B,A,408.9
D,D,C,B,A,441.6
F,F,N,B,D,669.5
E,E,E,B,A,469.6
E,D,G,B,D,565.6
C,D,C,B,A,463.8
F,G,I,B,D,502.2
G,F,O,B,A,787
E,E,E,A,A,497.6
G,E,F,B,A,663.8
B,E,G,A,A,637.9
B,B,E,B,A,488.3
C,D,H,B,A,608.8
E,D,C,B,C,453.1
C,D,G,B,A,742.4
E,E,C,B,A,434.4
D,F,F,B,A,551.9
D,D,E,B,B,644.3
C,E,G,B,A,408.5
D,E,D,B,B,658.8
E,E,J,B,B,659.5
E,E,G,B,A,496.5
E,C,M,B,A,650.5
D,B,C,A,A,578.8
E,E,H,B,C,596.8
E,E,I,B,D,463.9
E,B,E,B,A,429.9
C,C,C,B,A,545.4
E,D,C,B,A,538.1
E,E,G,B,C,472.8
C,B,E,B,A,506.7
E,E,H,B,A,546.1
E,E,E,B,B,533.8
D,D,I,B,A,636.9
G,E,N,B,D,751
F,E,F,B,E,644.5
G,F,N,B,D,691.6
F,E,G,B,A,638.3
C,F,D,B,C,733
B,B,C,B,A,609.9
E,E,G,B,A,402
B,C,C,B,A,665.1
E,E,F,B,A,553
B,E,C,B,A,538.3
B,D,D,B,A,544.9
E,G,F,B,A,539.7
F,E,I,B,D,527.5
G,G,P,B,D,720.5
A,E,D,A,A,439.8
E,E,E,B,A,466.1
E,E,G,B,A,504.9
E,F,C,B,E,590.5
B,E,C,B,A,510.7
B,E,C,B,A,568.6
C,D,C,B,A,441.4
D,F,E,B,E,538.7
B,F,I,B,B,568
C,C,C,A,A,643.1
C,D,C,B,A,452.2
E,G,I,B,E,770.8
D,D,C,B,A,423.6
B,B,C,A,A,414.4
C,E,D,B,A,598
E,G,G,B,A,433.3
E,E,I,B,A,468.5
E,E,B,B,A,561.7
B,D,C,B,A,407.5
C,E,E,B,A,575.1
E,E,B,B,A,489.7
B,B,B,B,A,500.3
E,E,F,B,A,534.1
B,G,G,B,A,533.9
B,E,F,B,B,493.4
G,G,O,B,D,716.2
C,E,E,B,C,571.4
B,E,C,B,A,433.9
E,F,B,B,A,501.5
D,C,E,A,A,417.5
E,E,C,B,A,519.5
D,D,G,B,D,475.2
D,F,G,B,A,531.8
G,E,C,B,B,583.8
E,D,B,B,A,515.9
C,C,C,B,A,415.1
E,C,E,B,A,584.8
D,D,C,B,A,607.4
F,F,C,B,A,572
B,E,C,B,A,441.7
E,E,D,B,A,571.5
F,E,C,B,A,679.5
E,E,E,B,A,494.1
E,E,F,B,A,446.6
C,E,C,B,A,419.7
D,D,K,B,A,629.7
F,G,G,B,C,574.9
D,E,G,B,A,510.3
E,E,D,B,A,654.3
C,E,D,A,A,450.4
E,F,D,B,A,493.7
G,F,Q,B,D,656.6
B,G,E,B,C,404.6
F,G,I,B,E,509.6
G,F,O,B,B,810.7
E,E,C,B,A,404.4
E,D,H,B,A,610.7
E,G,C,B,A,395.1
E,E,E,B,A,668.5
F,G,D,B,D,616
C,E,E,B,A,553.9
D,E,D,B,C,641.5
E,E,C,B,A,623.5
E,F,G,B,A,553
E,E,E,B,E,725.1
D,G,C,B,A,721.4
E,E,I,B,A,415.3
B,B,C,A,A,555
F,F,L,B,E,653.9
E,D,H,B,A,535.3
F,G,H,B,A,672
F,F,Q,B,D,683.1
C,B,C,A,A,440
F,E,E,B,A,599.2
E,F,E,B,B,501.6
E,E,L,B,E,701.6
E,D,D,B,D,668.3
E,E,D,B,A,641.6
B,B,C,B,A,493.2
C,D,C,B,A,510.8
G,F,Q,B,D,619.8
D,E,C,A,A,723.6
E,E,B,B,A,455.4
D,E,D,B,A,456.4
E,E,G,B,A,382.2
E,F,F,B,A,489.8
G,G,O,B,D,606.9
C,C,C,A,A,552.2
C,E,C,B,A,750.7
E,F,P,B,D,727
E,E,E,B,A,504.3
C,C,C,B,A,386.6
E,E,H,B,D,617.7
B,B,E,B,A,742.9
E,B,E,B,D,526.5
E,E,H,B,A,648.8
C,C,G,B,A,734.4
E,E,G,B,A,588.9
D,E,J,B,B,590.6
F,F,H,B,A,691.8
E,F,L,B,D,692.6
E,D,F,B,A,580.2
E,E,D,B,A,465.5
C,C,C,B,A,479.6
E,E,C,B,A,613.4
E,E,I,B,A,534.8
E,D,E,B,A,491.9
E,E,I,B,D,696.6
B,B,F,B,A,522.7
E,E,F,B,A,530.7
B,B,E,B,C,446.2
D,D,C,B,A,509.9
D,E,C,B,A,496.6
E,E,I,B,B,514.8
B,C,C,B,A,542.4
E,C,D,B,A,401.7
E,D,E,B,A,497.8
C,D,B,A,A,435.7
C,E,C,B,A,512.9
B,E,C,B,A,456.8
C,E,G,B,A,646.8
E,E,C,B,C,769.6
G,E,H,B,A,434.1
E,E,E,B,A,514.9
D,F,E,B,A,588.6
E,D,K,B,E,422.6
G,G,J,B,A,493.5
C,B,C,B,A,472.3
E,E,G,B,D,672.8
D,F,N,B,D,587.3
B,C,C,B,A,580.9
E,G,I,B,A,722.7
E,D,G,B,A,562.8
D,B,B,A,A,383.5
D,E,E,B,A,470.4
E,C,B,B,A,440.8
F,G,P,B,D,479.1
C,C,E,B,A,468.9
C,C,E,B,A,507.5
D,E,D,B,A,572.8
C,C,C,B,A,582.2
D,D,C,B,B,509.1
E,F,E,B,A,693.2
E,G,I,B,D,705.3
D,E,D,B,A,661.8
E,E,G,B,D,587
E,D,E,B,A,511.6
E,E,C,B,A,548.4
D,E,H,B,D,744.9
D,G,I,B,A,586.3
E,E,E,B,A,497
C,C,G,B,E,594.4
E,E,D,B,A,581.4
G,G,I,B,D,806.2
E,E,B,B,A,607.1
B,E,B,B,A,472.7
F,F,O,B,D,597.6
D,D,G,A,A,646.5
B,A,B,B,A,633
B,C,F,B,A,534.5
G,E,F,B,A,650.8
E,E,E,B,A,617.5
G,G,L,B,D,741.7
D,F,E,B,D,428
C,C,E,B,A,532.7
F,G,H,B,D,707.3
F,E,G,B,A,647.9
C,F,N,B,D,491.4
E,D,H,B,D,536
E,F,C,B,D,700
E,E,I,B,A,443
C,E,E,B,A,403.6
E,E,C,B,A,730.2
F,F,M,B,D,701.2
E,F,C,B,E,438.2
D,E,C,B,A,478.5
B,B,B,B,A,430.3
E,F,D,B,A,531.6
E,F,D,B,A,512.7
F,E,I,B,A,566.5
E,F,G,B,A,400
E,D,B,B,A,389.3
E,F,E,B,A,389.1
G,E,F,B,D,559.7
C,E,I,B,A,499
D,B,C,B,A,452
E,F,C,B,A,555.6
D,E,D,B,A,548.3
D,D,C,B,A,603.9
E,B,B,B,A,482.1
G,F,J,B,B,705.7
E,E,D,B,E,565.9
F,G,E,B,B,741.1
C,D,F,B,A,462.6
E,F,H,B,D,676.5
B,D,C,B,A,553.7
C,E,E,B,D,568.3
D,E,J,B,D,678.1
E,F,O,B,B,650.3
B,B,D,B,A,382.3
E,E,D,A,A,511
E,E,H,B,A,500.4
B,E,C,B,A,482.7
G,G,K,B,A,724.6
F,F,C,B,A,570.8
B,B,G,B,A,530.3
G,G,E,B,A,450
F,E,E,B,B,523.8
F,F,Q,B,D,760.9
D,D,D,B,A,469.8
C,D,C,B,A,441.8
C,C,C,A,A,496.7
E,E,K,B,D,622
G,G,Q,B,D,653.4
F,E,G,B,B,685.8
F,F,D,B,B,778.8
E,D,I,B,A,588.5
E,E,D,B,A,564.1
D,D,E,B,A,492.9
C,D,C,B,E,549.9
F,F,M,B,D,622.6
C,E,D,B,A,608.9
F,E,C,B,A,621.5
D,D,B,B,A,675.6
D,E,E,B,A,389.4
D,E,G,B,A,509.3
F,E,O,B,D,673
E,E,F,B,D,679
F,F,I,B,E,590.5
E,F,C,B,A,695.7
E,E,J,B,A,437.6
E,E,C,B,A,606.5
D,F,E,B,D,569.4
E,G,N,B,D,736.9
E,F,K,B,A,516.9
E,E,E,A,A,430.6
G,G,B,B,B,469.9
B,B,C,B,A,694.3
G,F,O,B,D,536.2
E,E,B,B,A,559
D,C,D,B,A,527.8
D,E,F,B,D,437.2
E,F,H,B,A,666.7
A,C,B,A,A,444.5
E,D,C,B,A,524.9
E,E,E,B,A,375.6
D,E,B,B,A,485.1
F,E,C,B,A,504.9
E,E,H,B,A,610.8
B,B,C,A,A,593.6
E,C,B,A,A,546.5
E,E,D,B,D,762.2
F,F,M,B,D,564.3
E,E,I,B,B,682.7
F,F,O,B,B,524.6
A,B,C,A,A,570.8
D,F,E,A,A,590.1
E,E,F,B,D,549.4
E,D,E,B,A,533.3
E,C,D,B,E,433.9
E,E,B,A,A,518.2
E,F,B,B,B,713.4
A,D,C,A,A,455.5
D,E,C,B,A,494.5
E,E,C,B,A,561.6
G,F,Q,B,D,847.3
B,E,H,B,A,797.3
E,E,N,B,B,510.6
C,D,E,B,A,731.5
E,E,H,B,A,516.6
C,F,B,B,C,466.8
F,E,M,B,A,652.9
E,D,J,B,D,455.2
B,E,C,B,A,488.5
C,D,E,B,A,505.1
E,E,G,A,B,508
C,D,D,B,A,495.2
B,D,D,B,A,486.4
B,C,C,B,A,434.5
F,F,J,B,A,480.4
C,C,F,B,A,402.8
F,F,N,B,E,786.6
E,E,D,B,A,607.6
E,E,D,A,A,707.1
B,D,I,B,A,416.1
C,E,B,B,A,474.2
E,E,N,B,D,584.3
F,E,I,B,D,601.3
D,B,E,B,A,506.2
G,F,P,B,D,527.4
C,C,G,B,A,533.2
G,G,Q,B,D,818.6
D,F,I,B,D,610.4
G,F,G,B,D,798.4
F,F,C,B,A,428.8
B,D,C,B,A,477.6
E,F,E,B,A,548.3
E,D,G,B,A,604.7
F,F,J,B,D,642.7
D,E,D,B,A,462.3
F,F,J,B,E,879
D,D,F,B,B,533.9
D,D,E,A,A,502.3
E,E,C,A,A,512.2
F,D,K,B,D,669.8
E,F,C,B,D,726.9
D,G,E,B,A,499.4
C,E,G,B,A,657
F,F,G,B,A,626.8
E,C,B,A,A,454.3
C,E,F,B,A,413.6
B,E,C,B,A,461.9
E,E,C,A,A,437.6
E,C,B,A,A,578.8
B,E,C,B,A,482.5
F,F,E,B,D,745.7
C,C,G,B,A,526.4
C,B,E,B,A,638.4
E,E,H,B,C,493.5
D,C,C,B,A,404.9
B,D,D,B,A,586.1
E,C,B,B,A,504.7
C,C,I,B,A,426.8
E,F,G,B,B,424.9
D,G,E,B,C,487.4
E,E,D,B,E,600.7
D,E,C,B,A,400.3
B,F,D,B,A,464.5
C,D,D,B,A,623.2
E,C,D,B,A,577
E,D,J,B,D,751.9
F,F,Q,B,D,754
D,D,G,B,A,396.8
C,C,B,A,A,420.6
C,E,C,B,A,588.4
D,E,F,B,D,713.7
E,E,D,B,A,537.7
G,G,P,B,D,846.4
E,E,C,B,A,430.9
E,D,C,B,A,477.3
D,D,B,A,A,461.6
G,G,Q,B,D,663.1
E,E,G,B,A,488.8
F,D,E,B,A,529.4
D,E,B,B,A,385.9
F,F,P,B,D,745.6
C,E,C,B,A,527.3
D,D,D,B,A,483.4
B,E,D,A,A,550
B,E,C,B,A,490.8
D,E,G,B,A,541.6
D,E,J,B,B,687.1
F,E,C,B,A,731.2
E,D,H,B,B,476.3
B,B,C,B,A,594.9
D,G,M,B,E,672.6
D,D,D,B,A,429
B,D,I,B,A,548.9
D,E,C,A,A,455.2
E,D,H,B,A,626.6
B,C,C,B,A,432.6
E,E,D,B,D,612.4
E,E,E,B,B,643.8
E,E,G,B,E,381
C,E,C,B,A,479.1
D,D,E,B,A,593.5
C,E,E,B,A,763.4
E,E,E,B,D,580.4
E,E,C,B,A,488.4
F,E,B,B,A,405.4
B,E,C,B,A,539.4
C,D,E,A,A,427
E,C,C,B,A,527.6
D,D,F,B,A,480.2
E,F,D,B,A,487.5
E,G,N,B,A,534.2
E,F,G,B,A,547.5
B,A,D,B,A,381.2
D,E,C,B,A,512.3
G,F,Q,B,D,757.7
E,F,C,B,A,419.9
B,C,D,B,A,530.3
G,G,L,B,D,665.9
D,F,B,B,A,620
E,E,D,B,A,533.6
D,C,E,B,A,546.9
B,D,F,B,A,428.7
D,C,C,B,A,518.6
E,C,G,B,A,504.3
G,C,P,B,E,672.4
D,G,L,B,D,733.4
C,F,D,B,A,615.9
D,E,E,B,A,512.1
F,F,N,B,D,748.5
D,E,L,B,D,587.4
B,B,D,B,A,580.9
F,G,Q,B,D,579.9
F,E,B,B,A,655.1
E,F,H,B,E,772.8
E,E,F,B,A,625.8
B,D,G,A,A,452.4
F,F,E,B,B,609.6
E,D,C,B,A,523.2
E,E,C,B,A,641.8
E,D,B,B,A,402
C,D,C,B,A,516
C,D,C,B,A,523.3
C,C,D,B,A,544.5
E,E,D,B,E,628.5
C,E,F,A,A,645.9
D,F,K,B,D,527
F,G,H,B,D,710.3
E,C,C,B,A,630.4
A,B,B,A,A,611.6
E,E,C,A,A,449.2
F,E,I,B,D,791.7
E,E,B,B,A,440.4
D,D,I,B,A,527
E,D,E,B,A,456.1
E,E,F,B,B,514.5
E,E,D,B,A,456.7
B,E,D,B,A,457.7
D,C,F,B,A,740.8
F,E,G,B,A,755.4
E,E,D,B,A,623.7
E,E,C,B,A,578.1
B,D,D,B,A,399.8
E,E,H,B,A,391.8
B,E,F,A,B,557
F,F,D,B,D,479.4
C,D,C,B,A,545.8
C,E,G,B,A,494.7
F,G,G,B,D,640
E,D,E,B,A,521.4
D,E,C,B,A,553.2
F,F,H,B,B,510.3
B,D,B,A,A,392.7
B,D,D,B,A,678.6
B,B,B,A,A,425.1
G,F,O,B,D,708.5
F,F,O,B,D,772.7
F,F,K,B,B,731.4
G,G,P,B,D,678.8
F,F,E,B,A,582.1
E,E,E,B,A,737.8
C,D,C,B,A,683.3
E,E,I,B,D,668.1
C,D,E,B,A,529.4
E,E,C,B,C,480.2
E,E,D,B,A,593.3
C,E,C,A,A,599.2
C,E,C,B,A,560.1
E,E,N,B,A,722.7
E,E,C,B,A,442.7
E,E,O,B,D,395.5
E,E,G,A,A,735.6
E,F,C,B,B,527.9
F,E,E,B,A,587.7
E,F,C,B,C,672.6
E,D,E,B,D,638.6
E,E,G,B,A,566.2
B,C,D,B,A,508.6
D,E,C,B,A,471.5
B,F,F,B,A,577.5
B,B,B,A,A,518.4
E,G,H,B,A,397.8
F,F,L,B,D,827.2
F,F,P,B,E,803
E,C,D,B,A,504.4
B,B,B,B,A,547.5
E,E,J,B,A,694.8
C,E,B,B,A,510.2
B,F,C,A,A,478.8
E,F,F,B,D,618.7
B,B,B,B,A,461.3
E,B,G,B,A,512.2
F,G,O,B,D,791.1
F,E,C,B,A,460.2
D,E,F,B,A,678
B,B,C,B,A,531.5
E,E,C,A,A,644.4
E,E,C,A,A,396
B,C,C,B,A,448.5
C,E,B,B,A,565.5
C,D,C,A,A,495.1
G,F,Q,B,E,723
B,E,B,B,A,684.1
G,G,P,B,D,777.3
D,E,G,B,A,634.7
E,E,C,B,A,518.1
B,E,G,B,B,727.9
D,E,E,B,D,379.5
D,D,G,B,A,694.9
D,A,C,B,A,569.1
E,E,C,B,A,452.5
E,E,E,B,A,502.5
E,E,G,B,A,765.5
E,C,G,B,A,465.4
E,E,E,B,B,492.7
B,D,C,B,A,538.2
D,D,E,B,A,470.9
E,E,K,B,D,524.7
E,E,C,B,A,412.1
E,E,C,B,A,519.6
D,E,C,B,A,500.3
D,E,B,B,A,408
D,E,F,B,B,732.1
E,E,C,B,A,606.7
E,F,E,B,A,581.8
E,D,C,B,A,501.3
E,F,E,B,A,587.9
B,C,C,B,A,425.5
E,E,E,B,A,504.4
E,B,C,B,A,510.8
B,F,F,B,A,708.2
E,E,C,A,A,552.6
D,D,C,B,A,462
B,B,C,B,A,535.9
B,E,D,B,A,595
F,E,G,B,B,477.6
F,F,H,B,D,539.9
E,B,E,B,A,375.2
E,E,E,B,A,391.5
B,B,B,B,A,538.3
D,D,G,B,B,493.3
E,E,D,B,A,582.6
E,E,C,B,A,532.5
C,B,C,A,A,645.6
B,A,C,B,A,597.1
G,G,N,B,D,766.7
F,F,Q,B,D,763.1
D,D,B,B,A,699.6
E,E,H,B,A,543.8
B,D,C,B,A,584.7
E,E,D,B,B,444.5
E,E,C,B,A,582.5
E,E,B,A,A,533.2
E,G,N,B,D,632.2
A,E,C,B,A,537
E,F,E,B,A,622.3
G,F,G,B,A,533.9
C,E,B,B,A,587.3
E,F,C,A,A,600.5
E,B,B,A,A,504.5
C,D,D,B,A,412
C,E,C,B,A,451.1
E,G,E,B,A,553.5
C,D,D,B,A,534.6
E,F,G,B,A,509.3
E,E,B,B,A,642.8
C,E,E,B,B,534.3
E,F,E,B,A,482.4
E,E,J,B,D,564.9
D,D,C,B,A,627.9
B,D,J,A,B,438
E,C,F,B,A,590.6
E,E,C,B,D,632.4
F,E,C,B,A,635.8
G,G,Q,B,D,745.8
B,B,C,B,A,447
D,E,C,B,A,539.7
F,F,C,B,C,619.5
G,G,Q,B,D,883.8
F,F,O,B,D,846.9
E,F,F,B,A,597.6
E,D,C,B,A,494.4
A,B,C,B,A,678.6
E,F,K,B,A,642.2
D,D,C,B,A,583.3
E,F,H,B,D,563.4
C,E,E,B,A,484.5
E,E,G,B,A,709.5
E,F,D,B,D,413.8
C,E,E,B,A,537.3
B,B,C,A,A,554.7
C,B,C,B,A,566.5
E,E,C,B,B,561.7
F,E,C,B,A,614.3
C,D,C,A,A,523.9
C,C,D,A,A,466.4
G,G,P,B,D,681.3
E,E,B,B,A,505.8
E,E,B,B,C,460.9
C,C,C,B,A,406.4
F,G,I,B,A,689.8
D,E,E,B,E,670.8
F,E,I,B,C,558.8
D,D,C,B,A,442.1
D,E,G,B,D,648
B,E,B,B,A,548
F,F,D,B,D,527.9
C,C,B,B,A,447.7
E,G,J,B,D,531
B,C,C,B,A,570.4
E,E,H,B,A,459.5
E,E,C,B,A,575.4
B,C,C,B,A,550.7
B,F,F,B,C,525.3
B,B,C,B,A,421.6
E,E,C,B,A,605.1
E,E,F,B,A,728.2
B,E,C,A,A,535.9
F,F,N,B,D,685
G,G,I,B,A,724.1
F,F,Q,B,D,850
B,E,C,B,A,623.7
G,F,H,B,D,670.8
E,F,E,B,E,506.7
B,E,B,B,A,580.3
B,B,C,B,A,466
G,F,K,B,D,639.5
B,C,D,A,A,706.5
G,E,E,B,A,472.1
D,C,D,B,A,406.4
E,E,C,B,A,434.2
B,B,C,B,A,593.4
D,E,J,B,B,439.8
E,E,D,B,A,632.4
E,E,I,B,A,628.1
E,C,C,B,A,449.6
G,G,B,B,A,381.9
E,C,B,B,A,733.1
B,C,H,B,A,550.6
G,E,N,B,D,851.7
D,E,E,B,A,638.7
E,E,H,B,A,625.6
E,F,C,A,A,416.9
E,E,C,B,A,588.9
D,E,G,B,A,595.4
D,E,C,B,B,546.5
D,D,C,B,A,509.1
B,E,G,B,A,562.2
C,D,F,B,A,589
D,E,D,B,A,581.1
F,F,C,B,C,583.6
D,E,C,B,A,512.4
D,D,C,B,A,409.1
B,B,C,B,A,440.3
D,D,D,B,C,460.5
G,G,J,B,D,615.9
C,E,C,B,A,450.3
F,E,C,B,A,507
B,B,G,B,A,449.6
D,F,G,B,A,538.3
F,G,F,B,C,525.7
F,F,E,B,A,785
E,D,C,B,A,458.3
D,C,E,B,A,545.2
D,A,C,B,A,525.8
E,E,D,B,A,628.2
B,B,B,B,A,554
D,B,C,B,B,608.4
F,F,H,B,A,578.5
C,D,E,B,A,450.9
E,E,J,B,A,558
F,G,Q,B,D,804.5
C,E,D,B,A,540.9
D,E,H,B,B,624.7
C,F,D,A,C,463.7
D,C,G,B,A,632.8
D,E,C,B,A,470.2
E,E,H,A,A,708.5
D,E,J,B,A,584.9
D,B,E,B,A,624
F,E,G,B,A,553.7
C,C,C,B,A,434.6
C,E,B,B,A,564.8
E,E,C,B,D,536.7
E,D,G,B,A,447.9
D,D,B,B,A,552.2
G,D,H,B,A,646.1
G,G,G,B,D,674.7
E,F,H,B,A,566.4
E,D,G,B,A,434.5
F,E,J,B,A,621
C,B,B,B,A,646.8
F,F,M,B,D,783.9
D,E,H,B,B,629.8
C,C,C,B,A,448.7
C,C,C,B,A,503.1
B,C,D,B,A,588.9
C,C,C,B,A,533.4
E,G,D,B,A,598.2
C,E,C,A,A,393.7
E,B,D,B,A,610.1
F,G,Q,B,D,742.9
E,E,B,B,A,548.2
C,D,D,B,D,629.2
E,D,I,B,C,589.2
E,E,G,B,D,602
F,F,G,B,A,492.9
B,B,C,B,A,567.5
F,G,K,B,D,605.4
E,E,I,B,A,564.8
B,E,B,B,A,613.8
B,B,C,B,A,547.1
D,E,D,B,A,456.8
B,B,D,B,A,637.8
A,E,E,B,A,409.9
F,E,G,B,D,593.8
E,E,H,B,A,719.6
E,E,I,B,D,656.9
D,E,D,B,A,613.9
B,E,F,B,A,484.8
E,F,G,B,A,549.2
E,F,G,B,A,446.5
E,E,I,B,A,710.8
E,C,D,B,A,574.4
D,E,F,A,C,712.9
E,E,D,B,A,465.3
E,E,B,B,A,597.6
D,C,C,B,A,516.9
E,E,E,B,A,638.7
E,E,B,B,A,487.9
C,C,E,B,A,624.3
B,D,E,B,A,492.2
C,F,C,B,A,427.4
E,E,C,B,A,545.1
D,F,C,B,A,701.2
F,E,P,B,D,463.1
F,F,J,B,D,737.8
D,E,D,B,A,517.5
D,E,E,B,A,530.1
F,E,E,B,A,561.8
F,E,B,B,A,529.5
C,C,B,B,A,440.3
E,E,F,B,A,683.9
E,E,E,B,A,524.7
F,B,B,B,A,458.9
D,B,D,A,A,475.7
F,G,K,B,B,697.7
C,C,D,B,A,650.9
B,E,B,B,A,452.2
C,E,F,B,A,507.3
E,E,F,B,C,658.3
E,E,H,B,A,719.1
B,E,D,B,A,457.1
G,G,Q,B,D,731.1
G,G,O,B,D,694
F,E,E,B,A,522.4
D,A,C,B,B,507.2
C,B,H,B,A,460
F,E,N,B,D,740.1
C,B,I,B,A,562
C,C,C,A,A,571.1
E,F,B,B,A,592.5
B,E,K,B,A,582.5
B,B,C,B,A,508.6
D,D,C,B,A,615
E,E,C,B,A,675.4
E,G,J,B,D,739
B,C,C,B,A,420
F,E,E,B,E,685.7
E,F,G,B,A,680.3
E,E,C,B,B,681.3
D,E,E,B,B,466.3
C,F,D,B,C,565
E,E,C,B,C,656.8
D,D,E,B,A,448.9
E,E,D,B,D,714.3
F,F,G,B,A,517.4
C,B,C,B,A,473.2
C,C,C,B,A,413.3
C,C,C,B,A,468.6
C,C,C,A,A,375.4
B,E,E,B,A,549.3
A,B,E,B,A,670.1
E,E,H,B,A,522.2
B,D,G,B,A,572.2
E,F,E,B,B,624.6
E,E,E,B,A,562.7
E,E,H,B,B,697.7
B,C,B,B,A,565.8
E,G,C,B,B,628.1
E,E,H,B,E,515.2
B,E,D,A,A,486.8
E,E,C,A,A,447.3
B,E,C,B,A,464.8
E,F,H,B,D,691.7
E,E,G,B,A,518
D,D,C,B,A,539
E,F,F,B,D,708.1
E,E,C,B,A,414
E,F,H,B,B,612.8
E,F,F,B,D,696.4
G,E,Q,B,D,541.8
E,E,I,B,B,505.9
C,D,C,B,A,577.3
E,D,D,B,A,399.4
D,F,F,B,C,561.2
F,E,E,B,A,728.4
B,B,C,A,A,398
E,E,F,B,A,458.4
F,D,D,B,A,521.4
E,G,G,A,A,483.7
D,B,C,A,E,710.1
E,E,E,B,A,592.2
B,E,C,B,A,488.4
D,C,G,B,A,606.7
D,E,C,B,A,749.1
E,B,D,B,A,508.2
B,C,G,B,C,541.3
G,F,Q,B,B,675.3
C,D,B,A,A,375.7
G,E,N,B,D,605.1
B,D,D,B,A,446.9
B,B,E,B,A,482.2
E,E,G,B,A,504.6
C,E,C,B,E,519.7
C,G,C,B,A,609.5
D,B,D,B,B,719.5
D,B,C,B,A,519.8
C,F,C,A,A,450.9
D,F,E,B,A,448.5
B,E,G,A,A,508.3
F,E,B,B,A,644.1
B,D,D,B,A,433.8
E,E,F,B,E,659.8
D,E,F,B,B,643.6
F,F,H,B,D,848.2
D,D,D,B,B,646.4
B,A,B,A,A,450.4
B,C,C,B,A,498.9
E,C,C,B,A,475.6
C,C,B,A,A,458.7
E,E,C,B,A,617.9
D,E,D,B,A,376.2
E,C,E,B,A,634.1
E,D,C,B,A,381.7
B,B,C,A,A,510.2
D,E,C,B,A,551.9
E,F,I,B,A,641.8
E,E,D,B,A,499.5
F,E,C,B,A,583.6
F,G,J,B,D,565
E,E,F,B,A,631.9
B,D,C,B,A,534.9
B,C,C,B,A,443.5
E,G,F,B,C,593.3
D,E,E,B,D,581.2
E,G,C,B,B,425.9
E,E,C,A,A,438.1
C,E,H,B,A,530.8
B,C,E,B,E,685.6
C,E,D,B,A,516.3
F,F,H,B,A,699.5
D,F,O,B,D,647.8
C,E,E,B,A,543.5
C,E,E,B,A,654.7
E,E,C,B,A,561.5
C,D,G,B,A,402.9
E,E,D,B,A,375.5
F,E,M,B,D,695.4
E,F,F,B,D,704.2
G,G,D,B,A,530
F,D,G,B,A,433.8
B,G,M,B,A,737.1
D,E,J,B,D,700.9
E,E,C,B,B,509.3
B,B,C,B,A,562.5
E,C,C,B,B,661.3
E,E,H,B,A,711
C,D,C,B,A,537
E,E,D,B,A,523.2
D,F,E,B,A,457.9
F,F,M,B,D,502.3
E,E,G,B,A,678.2
C,B,C,B,A,528.4
F,F,K,B,A,616.2
F,E,G,B,D,666.7
E,E,B,A,A,392
E,G,K,B,E,696.1
D,B,C,B,A,514.6
E,E,F,B,A,505.1
B,B,C,B,A,446.1
E,E,D,B,E,674.8
G,G,Q,B,D,786.2
E,E,G,B,B,444.9
E,F,G,B,B,583.6
E,D,E,B,A,446
C,E,C,B,A,458.6
E,F,F,B,A,660.8
E,E,G,B,D,464
B,E,D,B,A,384.4
E,E,C,B,A,516
E,G,E,B,E,558.3
F,E,H,B,A,483.2
E,E,E,B,D,484.4
E,B,G,B,A,616.3
E,E,G,B,B,505.8
E,E,I,B,A,586.2
D,D,H,B,A,607.5
E,E,M,B,A,723.9
B,C,C,B,A,376.4
D,D,D,B,A,441.1
D,E,E,B,A,382.4
B,B,C,B,A,459.2
D,E,F,B,D,624.9
B,B,C,B,A,395
E,E,I,B,A,560
F,E,G,B,D,745.7
F,F,O,B,D,766.3
B,E,G,B,D,566.3
G,F,N,B,D,704.8
D,C,C,B,A,474.9
D,D,H,B,B,383.3
B,E,C,B,A,461.1
G,G,L,B,D,449.5
E,G,N,B,D,604.2
F,F,O,B,B,830.9
E,D,E,B,A,578.1
G,E,M,B,D,571.8
C,B,E,A,A,595.5
D,G,Q,B,D,847
F,F,Q,B,D,745.9
C,C,B,B,A,545.6
E,E,B,B,A,538
D,D,C,B,A,411.5
F,G,I,B,D,664.5
C,E,D,B,A,599.3
G,F,P,B,D,800.2
C,E,F,B,A,498.5
E,E,D,B,A,571.5
E,E,D,B,B,431.4
C,C,D,B,A,525.8
D,E,F,B,A,674.2
B,B,J,B,B,761.8
G,E,I,B,A,627.7
C,C,B,B,A,574.2
E,E,E,B,A,642.8
E,E,H,B,A,583.4
E,E,E,B,A,447.1
E,E,C,A,A,399.1
C,F,G,B,A,508.6
E,G,Q,B,D,656
E,E,G,B,A,595.1
D,C,C,B,B,576
F,F,F,B,D,814.5
F,F,F,B,D,685.4
F,F,L,B,D,740.1
D,D,G,B,A,430.7
F,E,I,B,A,718
D,E,B,B,D,791.7
F,E,K,B,D,767.5
E,E,D,B,A,488.6
F,F,P,B,E,816.3
E,E,C,B,A,482.7
D,E,F,A,A,528.7
B,E,B,B,A,455.9
E,C,C,B,A,567.9
